id,nom,categorie,sous_categorie,categorie_v1,sous_categorie_v1,ville_region,adresse,telephone,latitude,longitude,source,statut_verification
623,Ministere de l'Energie charge des Ressources Naturelles,Administration & Services publics,Ministère / institution d'État,administration,ministere,Djibouti-ville,"Ancienne Gare, Plateau du Serpent",,11.5885948,43.1453647,google_places,geolocalise
624,Ministere des Infrastructures et de l'Equipement,Administration & Services publics,Ministère / institution d'État,administration,ministere,Djibouti-ville,,,11.6041759,43.1568768,google_places,geolocalise
625,"Ministere de la Ville, de l'Urbanisme et de l'Habitat",Administration & Services publics,Ministère / institution d'État,administration,ministere,Djibouti-ville,,,,,connaissance_generale,a_verifier
626,"Ministere des Affaires Musulmanes, de la Culture et des Biens Waqfs",Administration & Services publics,Ministère / institution d'État,administration,ministere,Djibouti-ville,,+253 21 35 78 89,11.5966302,43.1451275,google_places,geolocalise
627,Ministere de la Jeunesse et de la Culture,Administration & Services publics,Ministère / institution d'État,administration,ministere,Djibouti-ville,Sans Fil,,11.5822504,43.142762,google_places,geolocalise
628,Ministere de l'Environnement et du Developpement Durable,Administration & Services publics,Ministère / institution d'État,administration,ministere,Djibouti-ville,,,,,connaissance_generale,a_verifier
629,Ministere du Commerce et du Tourisme,Administration & Services publics,Ministère / institution d'État,administration,ministere,Djibouti-ville,,+253 77 74 65 41,11.5972843,43.1464121,google_places,geolocalise
630,Ministere des Affaires Sociales et des Solidarites,Administration & Services publics,Ministère / institution d'État,administration,ministere,Djibouti-ville,,,11.6071437,43.152771,google_places,a_verifier
631,Secretariat d'Etat charge de la Decentralisation,Administration & Services publics,Ministère / institution d'État,administration,ministere,Djibouti-ville,,,,,connaissance_generale,a_verifier
632,Secretariat d'Etat aux Investissements et au Developpement du Secteur Prive,Administration & Services publics,Ministère / institution d'État,administration,ministere,Djibouti-ville,,,,,connaissance_generale,a_verifier
633,Cour d'Appel de Djibouti,Administration & Services publics,"Justice (tribunal, palais)",justice,juridiction / profession juridique,Djibouti-ville,"Palais de Justice, ZPS",+253 77 49 21 66,11.6010594,43.150523,google_places,a_verifier
634,Tribunal de Premiere Instance de Djibouti,Administration & Services publics,"Justice (tribunal, palais)",justice,juridiction / profession juridique,Djibouti-ville,"Palais de Justice, ZPS",+253 77 49 21 66,11.6010594,43.150523,google_places,geolocalise
635,Tribunal Administratif,Administration & Services publics,"Justice (tribunal, palais)",justice,juridiction / profession juridique,Djibouti-ville,,,,,connaissance_generale,a_verifier
636,Tribunal du Travail,Administration & Services publics,"Justice (tribunal, palais)",justice,juridiction / profession juridique,Djibouti-ville,,,,,connaissance_generale,a_verifier
637,Tribunal de Commerce,Administration & Services publics,"Justice (tribunal, palais)",justice,juridiction / profession juridique,Djibouti-ville,,,,,connaissance_generale,a_verifier
638,Tribunal du Statut Personnel (charia),Administration & Services publics,"Justice (tribunal, palais)",justice,juridiction / profession juridique,Djibouti-ville,,,,,connaissance_generale,a_verifier
639,Parquet General,Administration & Services publics,"Justice (tribunal, palais)",justice,juridiction / profession juridique,Djibouti-ville,,,,,connaissance_generale,a_verifier
640,Maison d'arret de Gabode,Administration & Services publics,"Justice (tribunal, palais)",justice,juridiction / profession juridique,Djibouti-ville,Gabode,,11.5761159,43.1591282,google_places,geolocalise
641,Ordre des Avocats de Djibouti (Barreau),Administration & Services publics,"Justice (tribunal, palais)",justice,juridiction / profession juridique,Djibouti-ville,,,,,connaissance_generale,a_verifier
642,Chambre des Notaires de Djibouti,Administration & Services publics,"Justice (tribunal, palais)",justice,juridiction / profession juridique,Djibouti-ville,,,,,connaissance_generale,a_verifier
643,Tribunal de Premiere Instance d'Ali Sabieh,Administration & Services publics,"Justice (tribunal, palais)",justice,juridiction / profession juridique,Ali Sabieh,,,,,connaissance_generale,a_verifier
644,Tribunal de Premiere Instance de Dikhil,Administration & Services publics,"Justice (tribunal, palais)",justice,juridiction / profession juridique,Dikhil,,,,,connaissance_generale,a_verifier
645,Tribunal de Premiere Instance de Tadjourah,Administration & Services publics,"Justice (tribunal, palais)",justice,juridiction / profession juridique,Tadjourah,,,,,connaissance_generale,a_verifier
646,Tribunal de Premiere Instance d'Obock,Administration & Services publics,"Justice (tribunal, palais)",justice,juridiction / profession juridique,Obock,,,,,connaissance_generale,a_verifier
647,Direction Generale des Impots (DGI),Administration & Services publics,Office / agence publique sectorielle,administration,agence / office public - fiscalite,Djibouti-ville,"Hotel des Impots, Plateau du Serpent",+253 21 33 15 11,11.5961606,43.1458969,google_places,geolocalise
648,Direction des Douanes et des Droits Indirects,Administration & Services publics,Office / agence publique sectorielle,administration,agence / office public - douanes,Djibouti-ville,Ave General Galleni,,11.6082378,43.1430484,google_places,geolocalise
649,Tresorerie Generale / Tresor National,Administration & Services publics,Office / agence publique sectorielle,administration,agence / office public - finances publiques,Djibouti-ville,,,,,connaissance_generale,a_verifier
650,Caisse Nationale de Securite Sociale (CNSS),Administration & Services publics,Office / agence publique sectorielle,administration,agence / office public - protection sociale,Djibouti-ville,,+253 21 35 03 21,11.6026127,43.1511177,google_places,geolocalise
651,"ANEFIP - Agence Nationale de l'Emploi, de la Formation et de l'Insertion Professionnelle",Administration & Services publics,Office / agence publique sectorielle,administration,agence / office public - emploi,Djibouti-ville,Bd de la Republique,,11.5998189,43.1502214,google_places,geolocalise
652,ANPI - Agence Nationale pour la Promotion des Investissements,Administration & Services publics,Office / agence publique sectorielle,administration,agence / office public - investissement,Djibouti-ville,Saline Ouest,,11.583818,43.1341178,google_places,geolocalise
653,ODPIC - Office Djiboutien de la Propriete Industrielle et Commerciale,Administration & Services publics,Office / agence publique sectorielle,administration,agence / office public - propriete industrielle / RCS,Djibouti-ville,,,,,connaissance_generale,a_verifier
654,ANSIE - Agence Nationale des Systemes d'Information de l'Etat,Administration & Services publics,Office / agence publique sectorielle,administration,agence / office public - numerique,Djibouti-ville,"Presidence, Ave Bernard, BP 2000",+253 21 35 20 32,11.5967898,43.1439522,google_places,geolocalise
655,ARMD - Autorite de Regulation Multisectorielle de Djibouti,Administration & Services publics,Office / agence publique sectorielle,administration,agence / office public - regulation,Djibouti-ville,,,,,connaissance_generale,a_verifier
656,INSTAD - Institut National de la Statistique de Djibouti,Administration & Services publics,Office / agence publique sectorielle,administration,agence / office public - statistique,Djibouti-ville,Heron,+253 77 08 09 34,11.6116152,43.1483277,google_places,geolocalise
657,Agence Djiboutienne des Routes (ADR),Administration & Services publics,Office / agence publique sectorielle,administration,agence / office public - routes,Djibouti-ville,,,,,connaissance_generale,a_verifier
658,Fonds de l'Habitat,Administration & Services publics,Office / agence publique sectorielle,administration,agence / office public - logement,Djibouti-ville,,,,,connaissance_generale,a_verifier
659,Office de la Voirie de Djibouti (OVD),Administration & Services publics,Office / agence publique sectorielle,administration,agence / office public - voirie,Djibouti-ville,,,11.5784354,43.1469369,google_places,geolocalise
660,ONARS - Office National d'Assistance aux Refugies et Sinistres,Administration & Services publics,Office / agence publique sectorielle,administration,agence / office public - refugies,Djibouti-ville,,,,,connaissance_generale,a_verifier
661,Agence Nationale de la Meteorologie,Administration & Services publics,Office / agence publique sectorielle,administration,agence / office public - meteorologie,Djibouti-ville,,,,,connaissance_generale,a_verifier
662,Journal Officiel de la Republique de Djibouti,Administration & Services publics,Office / agence publique sectorielle,administration,agence / office public - publication officielle,Djibouti-ville,,,,,connaissance_generale,a_verifier
663,La Poste de Djibouti (siege),Administration & Services publics,Office / agence publique sectorielle,administration,agence / office public - poste,Djibouti-ville,Bd de la Republique,+253 21 35 48 02,11.5981218,43.1487636,google_places,geolocalise
664,CAMME - Centrale d'Achat des Medicaments et Materiels Essentiels,Administration & Services publics,Office / agence publique sectorielle,administration,agence / office public - achats medicaux,Djibouti-ville,,,,,connaissance_generale,a_verifier
665,Direction de la Population et de la Famille,Administration & Services publics,Office / agence publique sectorielle,administration,agence / office public - population,Djibouti-ville,,,,,connaissance_generale,a_verifier
666,Direction de la Protection Civile (Sapeurs-Pompiers),Administration & Services publics,Office / agence publique sectorielle,administration,agence / office public - protection civile,Djibouti-ville,Bd Hassan Gouled,+253 21 35 25 18,11.5831815,43.1421803,google_places,geolocalise
667,Office National des Eaux et Forets / Direction de l'Environnement,Administration & Services publics,Office / agence publique sectorielle,administration,agence / office public - environnement,Djibouti-ville,,,,,connaissance_generale,a_verifier
668,Centre de Leadership et de l'Entrepreneuriat (CLE),Administration & Services publics,Office / agence publique sectorielle,administration,agence / office public - entrepreneuriat,Djibouti-ville,,,,,connaissance_generale,a_verifier
669,Guichet Unique de l'ANPI,Administration & Services publics,Office / agence publique sectorielle,administration,agence / office public - creation d'entreprise,Djibouti-ville,Bd de la Republique,,11.5975426,43.1487108,google_places,geolocalise
670,Direction de la Nationalite et des Titres de Voyage,Administration & Services publics,Office / agence publique sectorielle,administration,agence / office public - etat civil / passeports,Djibouti-ville,,,,,connaissance_generale,a_verifier
671,Direction de l'Immigration,Administration & Services publics,Office / agence publique sectorielle,administration,agence / office public - immigration,Djibouti-ville,,,11.5720558,43.1455324,google_places,a_verifier
672,Haut Commissariat a la Diaspora,Administration & Services publics,Office / agence publique sectorielle,administration,agence / office public - diaspora,Djibouti-ville,,,,,connaissance_generale,a_verifier
673,Autorite des Ports et des Zones Franches de Djibouti (DPFZA),Administration & Services publics,Office / agence publique sectorielle,administration,agence / office public - ports et zones franches,Djibouti-ville,,,,,connaissance_generale,a_verifier
674,Mairie de Djibouti,Administration & Services publics,Collectivité territoriale,administration,collectivite territoriale,Djibouti-ville,Rue de Bruxelles,+253 21 32 05 44,11.5945239,43.14804,google_places,geolocalise
675,Commune de Ras-Dika,Administration & Services publics,Collectivité territoriale,administration,collectivite territoriale,Djibouti-ville,,,,,connaissance_generale,a_verifier
676,Commune de Boulaos,Administration & Services publics,Collectivité territoriale,administration,collectivite territoriale,Djibouti-ville,,,,,connaissance_generale,a_verifier
677,Commune de Balbala,Administration & Services publics,Collectivité territoriale,administration,collectivite territoriale,Balbala,,,,,connaissance_generale,a_verifier
678,Prefecture de Djibouti,Administration & Services publics,Collectivité territoriale,administration,collectivite territoriale,Djibouti-ville,,,,,connaissance_generale,a_verifier
679,Conseil Regional d'Ali Sabieh,Administration & Services publics,Collectivité territoriale,administration,collectivite territoriale,Ali Sabieh,,,11.1568676,42.7047298,google_places,geolocalise
680,Prefecture d'Ali Sabieh,Administration & Services publics,Collectivité territoriale,administration,collectivite territoriale,Ali Sabieh,,,11.1545802,42.7062231,google_places,geolocalise
681,Conseil Regional de Dikhil,Administration & Services publics,Collectivité territoriale,administration,collectivite territoriale,Dikhil,,,,,connaissance_generale,a_verifier
682,Prefecture de Dikhil,Administration & Services publics,Collectivité territoriale,administration,collectivite territoriale,Dikhil,,+253 27 42 00 68,11.1088161,42.3735065,google_places,geolocalise
683,Conseil Regional de Tadjourah,Administration & Services publics,Collectivité territoriale,administration,collectivite territoriale,Tadjourah,,,,,connaissance_generale,a_verifier
684,Prefecture de Tadjourah,Administration & Services publics,Collectivité territoriale,administration,collectivite territoriale,Tadjourah,,,11.786623,42.8843963,google_places,geolocalise
685,Conseil Regional d'Obock,Administration & Services publics,Collectivité territoriale,administration,collectivite territoriale,Obock,,,,,connaissance_generale,a_verifier
686,Prefecture d'Obock,Administration & Services publics,Collectivité territoriale,administration,collectivite territoriale,Obock,,,11.9615905,43.2916662,google_places,geolocalise
687,Conseil Regional d'Arta,Administration & Services publics,Collectivité territoriale,administration,collectivite territoriale,Arta,,,,,connaissance_generale,a_verifier
688,Prefecture d'Arta,Administration & Services publics,Collectivité territoriale,administration,collectivite territoriale,Arta,RN4,+253 77 34 58 16,11.5211559,42.8447321,google_places,geolocalise
689,Forces Armees Djiboutiennes (Etat-major general),Administration & Services publics,Police / gendarmerie,securite,defense / police,Djibouti-ville,,,,,connaissance_generale,a_verifier
690,Garde Republicaine,Administration & Services publics,Police / gendarmerie,securite,defense / police,Djibouti-ville,,,,,connaissance_generale,a_verifier
691,Garde-Cotes de Djibouti,Administration & Services publics,Police / gendarmerie,securite,defense / police,Djibouti-ville,,,,,connaissance_generale,a_verifier
692,Marine Nationale Djiboutienne,Administration & Services publics,Police / gendarmerie,securite,defense / police,Djibouti-ville,,,,,connaissance_generale,a_verifier
693,Force Aerienne Djiboutienne,Administration & Services publics,Police / gendarmerie,securite,defense / police,Djibouti-ville,,,,,connaissance_generale,a_verifier
694,Academie Militaire d'Arta,Administration & Services publics,Police / gendarmerie,securite,defense / police,Arta,RN4,+253 27 42 22 15,11.5272787,42.8525054,google_places,geolocalise
695,Service National Adapte (SNA),Administration & Services publics,Police / gendarmerie,securite,defense / police,Djibouti-ville,,,,,connaissance_generale,a_verifier
696,Commissariat de police de Balbala,Administration & Services publics,Police / gendarmerie,securite,defense / police,Balbala,,+253 77 85 84 09,11.5584182,43.0974786,google_places,geolocalise
697,Commissariat de police du 1er arrondissement,Administration & Services publics,Police / gendarmerie,securite,defense / police,Djibouti-ville,,,,,connaissance_generale,a_verifier
698,Brigade des Mineurs,Administration & Services publics,Police / gendarmerie,securite,defense / police,Djibouti-ville,,,,,connaissance_generale,a_verifier
699,Police de l'Air et des Frontieres (PAF),Administration & Services publics,Police / gendarmerie,securite,defense / police,Djibouti-ville,,,,,connaissance_generale,a_verifier
700,Camp Lemonnier (base americaine),Défense internationale,Base militaire étrangère,defense_internationale,base militaire USA,Djibouti-ville,,,,,connaissance_generale,a_verifier
701,Forces Francaises stationnees a Djibouti (FFDj) - Base aerienne 188,Défense internationale,Base militaire étrangère,defense_internationale,base militaire France,Djibouti-ville,,,,,connaissance_generale,a_verifier
702,Base d'appui de l'Armee Populaire de Liberation (Chine),Défense internationale,Base militaire étrangère,defense_internationale,base militaire Chine - Doraleh,Djibouti-ville,,,,,connaissance_generale,a_verifier
703,Base des Forces d'Autodefense Japonaises,Défense internationale,Base militaire étrangère,defense_internationale,base militaire Japon,Djibouti-ville,,,,,connaissance_generale,a_verifier
704,Base Militaire Italienne Amedeo Guillet,Défense internationale,Base militaire étrangère,defense_internationale,base militaire Italie,Djibouti-ville,,,,,connaissance_generale,a_verifier
705,EUNAVFOR Atalanta - presence UE,Défense internationale,Mission navale internationale,defense_internationale,mission navale UE,Djibouti-ville,,,,,connaissance_generale,a_verifier
706,IGAD - Autorite Intergouvernementale pour le Developpement (siege),Diplomatie & Organisations internationales,Organisation internationale,organisation_internationale,organisation / cooperation,Djibouti-ville,Ave Georges Clemenceau,,11.5942781,43.1456097,google_places,geolocalise
707,PNUD Djibouti,Diplomatie & Organisations internationales,Organisation internationale,organisation_internationale,organisation / cooperation,Djibouti-ville,Rue de Venise,,11.5948267,43.1398019,google_places,geolocalise
708,Programme Alimentaire Mondial (PAM),Diplomatie & Organisations internationales,Organisation internationale,organisation_internationale,organisation / cooperation,Djibouti-ville,"Rue Ibrahim M. Sultan, Heron, BP 10011",+253 77 83 45 02,11.6114968,43.1521477,google_places,geolocalise
709,Organisation Mondiale de la Sante (OMS) Djibouti,Diplomatie & Organisations internationales,Organisation internationale,organisation_internationale,organisation / cooperation,Djibouti-ville,Rue de la Siesta,,11.5913236,43.1525708,google_places,geolocalise
710,FAO Djibouti,Diplomatie & Organisations internationales,Organisation internationale,organisation_internationale,organisation / cooperation,Djibouti-ville,Route du Kempinski,+253 21 35 32 98,11.6134703,43.1467219,google_places,geolocalise
711,OIM Djibouti,Diplomatie & Organisations internationales,Organisation internationale,organisation_internationale,organisation / cooperation,Djibouti-ville,Heron,,11.6134815,43.1507909,google_places,geolocalise
712,ONUDC Djibouti,Diplomatie & Organisations internationales,Organisation internationale,organisation_internationale,organisation / cooperation,Djibouti-ville,,,,,connaissance_generale,a_verifier
713,Bureau de la Banque Mondiale,Diplomatie & Organisations internationales,Organisation internationale,organisation_internationale,organisation / cooperation,Djibouti-ville,,,,,connaissance_generale,a_verifier
714,Banque Africaine de Developpement (bureau),Diplomatie & Organisations internationales,Organisation internationale,organisation_internationale,organisation / cooperation,Djibouti-ville,,,,,connaissance_generale,a_verifier
715,Delegation de l'Union Europeenne,Diplomatie & Organisations internationales,Organisation internationale,organisation_internationale,organisation / cooperation,Djibouti-ville,Rue de Venise,,11.5947555,43.139935,google_places,geolocalise
716,Agence Francaise de Developpement (AFD),Diplomatie & Organisations internationales,Organisation internationale,organisation_internationale,organisation / cooperation,Djibouti-ville,Plateau du Serpent,,11.6088574,43.1512439,google_places,geolocalise
717,JICA Djibouti,Diplomatie & Organisations internationales,Organisation internationale,organisation_internationale,organisation / cooperation,Djibouti-ville,"Mezz Tower, 15e etage, Rue de Venise, BP 2627",+253 21 25 02 51,11.5949026,43.1397432,google_places,geolocalise
718,USAID Djibouti,Diplomatie & Organisations internationales,Organisation internationale,organisation_internationale,organisation / cooperation,Djibouti-ville,,,,,connaissance_generale,a_verifier
719,UNESCO (antenne),Diplomatie & Organisations internationales,Organisation internationale,organisation_internationale,organisation / cooperation,Djibouti-ville,,,,,connaissance_generale,a_verifier
720,Fonds Mondial / partenaires sante,Diplomatie & Organisations internationales,Organisation internationale,organisation_internationale,organisation / cooperation,Djibouti-ville,,,,,connaissance_generale,a_verifier
721,Ligue Arabe (representation),Diplomatie & Organisations internationales,Organisation internationale,organisation_internationale,organisation / cooperation,Djibouti-ville,,,,,connaissance_generale,a_verifier
722,COMESA (point focal),Diplomatie & Organisations internationales,Organisation internationale,organisation_internationale,organisation / cooperation,Djibouti-ville,,,,,connaissance_generale,a_verifier
723,Ambassade d'Ethiopie,Diplomatie & Organisations internationales,Ambassade / consulat,diplomatie,ambassade / consulat,Djibouti-ville,Plateau du Serpent,+253 21 35 18 07,11.6080167,43.1549628,google_places,geolocalise
724,Ambassade de Somalie,Diplomatie & Organisations internationales,Ambassade / consulat,diplomatie,ambassade / consulat,Djibouti-ville,,,,,connaissance_generale,a_verifier
725,Ambassade du Soudan,Diplomatie & Organisations internationales,Ambassade / consulat,diplomatie,ambassade / consulat,Djibouti-ville,,,,,connaissance_generale,a_verifier
726,Ambassade d'Egypte,Diplomatie & Organisations internationales,Ambassade / consulat,diplomatie,ambassade / consulat,Djibouti-ville,,,,,connaissance_generale,a_verifier
727,Ambassade d'Arabie Saoudite,Diplomatie & Organisations internationales,Ambassade / consulat,diplomatie,ambassade / consulat,Djibouti-ville,Haramous,+253 21 25 06 60,11.5645258,43.1604565,google_places,geolocalise
728,Ambassade des Emirats Arabes Unis,Diplomatie & Organisations internationales,Ambassade / consulat,diplomatie,ambassade / consulat,Djibouti-ville,"Haramous, Villa 356",+253 21 32 33 03,11.5679375,43.1596875,google_places,geolocalise
729,Ambassade du Koweit,Diplomatie & Organisations internationales,Ambassade / consulat,diplomatie,ambassade / consulat,Djibouti-ville,Haramous,,11.5647011,43.1682658,google_places,geolocalise
730,Ambassade de Chine,Diplomatie & Organisations internationales,Ambassade / consulat,diplomatie,ambassade / consulat,Djibouti-ville,Rue Addis-Abeba,+253 21 25 04 95,11.6181819,43.1485396,google_places,geolocalise
731,Ambassade d'Inde,Diplomatie & Organisations internationales,Ambassade / consulat,diplomatie,ambassade / consulat,Djibouti-ville,"Lootah Village Compound, Haramous",+253 21 34 62 54,11.561516,43.16758,google_places,geolocalise
732,Ambassade du Kenya,Diplomatie & Organisations internationales,Ambassade / consulat,diplomatie,ambassade / consulat,Djibouti-ville,Route de la Siesta,+253 21 25 24 24,11.5681582,43.1652867,google_places,geolocalise
733,Consulat General d'Oman,Diplomatie & Organisations internationales,Ambassade / consulat,diplomatie,ambassade / consulat,Djibouti-ville,,,,,connaissance_generale,a_verifier
734,Consulat honoraire de Belgique,Diplomatie & Organisations internationales,Ambassade / consulat,diplomatie,ambassade / consulat,Djibouti-ville,,,,,connaissance_generale,a_verifier
735,Consulat honoraire des Pays-Bas,Diplomatie & Organisations internationales,Ambassade / consulat,diplomatie,ambassade / consulat,Djibouti-ville,,,,,connaissance_generale,a_verifier
736,"BCIMR - Banque pour le Commerce et l'Industrie Mer Rouge (siege, groupe BRED)",Services financiers & juridiques,Banque / agence bancaire,finance,banque commerciale,Djibouti-ville,Rue Clochette,+253 21 31 33 00,11.6084798,43.1466154,google_places,geolocalise
737,Bank of Africa Mer Rouge (siege),Services financiers & juridiques,Banque / agence bancaire,finance,banque commerciale,Djibouti-ville,Aeroport,+253 21 35 35 00,11.5601138,43.1541575,google_places,a_verifier
738,Salaam African Bank,Services financiers & juridiques,Banque / agence bancaire,finance,banque islamique,Djibouti-ville,Avenue 13,+253 21 35 15 44,11.5893155,43.1492651,google_places,geolocalise
739,Silk Road International Bank,Services financiers & juridiques,Banque / agence bancaire,finance,banque,Djibouti-ville,,,,,connaissance_generale,a_verifier
740,Shoura Bank? / banques islamiques diverses,Services financiers & juridiques,Banque / agence bancaire,finance,banque islamique,Djibouti-ville,,,,,connaissance_generale,a_verifier
741,CPEC - Caisse Populaire d'Epargne et de Credit,Services financiers & juridiques,Microfinance,finance,microfinance,Djibouti-ville,,+253 21 35 35 95,11.5782658,43.1367142,google_places,geolocalise
742,Dahabshiil Djibouti,Services financiers & juridiques,Transfert d'argent / change / mobile money,finance,transfert d'argent,Ali Sabieh,Agence Ali Sabieh,,11.1528527,42.7070089,google_places,a_verifier
743,Western Union (reseau d'agences),Services financiers & juridiques,Transfert d'argent / change / mobile money,finance,transfert d'argent,Djibouti-ville,"Plusieurs agences (Taiba, Avenue 13, Ambouli)",+253 21 35 63 63,11.595517,43.147327,google_places,geolocalise
744,D-Money (Djibouti Telecom),Services financiers & juridiques,Transfert d'argent / change / mobile money,finance,mobile money,Djibouti-ville,,,,,connaissance_generale,a_verifier
745,CAC Pay,Services financiers & juridiques,Transfert d'argent / change / mobile money,finance,mobile money,Djibouti-ville,,,,,connaissance_generale,a_verifier
746,Fonds Souverain de Djibouti (FSD),"Industrie, Énergie & Grandes entreprises",Holding / groupe,finance,fonds souverain,Djibouti-ville,"Salaam Tower, 10e etage, Ave Mohamed Kamil",+253 21 34 69 69,11.591913,43.1429426,google_places,geolocalise
747,Bureaux de change de la Place Rimbaud,Services financiers & juridiques,Transfert d'argent / change / mobile money,finance,change manuel,Djibouti-ville,Place Rimbaud (Mahamoud Harbi),,11.5912156,43.1462865,google_places,geolocalise
748,Port de Djibouti SA (PDSA),Transport & Logistique,Port / terminal,logistique,autorite portuaire,Djibouti-ville,Ave General Galleni,+253 77 81 62 48,11.6087133,43.1425491,google_places,geolocalise
749,Doraleh Multipurpose Port (DMP),Transport & Logistique,Port / terminal,logistique,port polyvalent,Balbala,Plage de Doraleh,,11.5980782,43.0700715,google_places,geolocalise
750,Terminal petrolier Horizon Djibouti,Transport & Logistique,Port / terminal,logistique,terminal petrolier,Doraleh,,,,,connaissance_generale,a_verifier
751,Port de Tadjourah,Transport & Logistique,Port / terminal,logistique,port regional,Tadjourah,,,,,connaissance_generale,a_verifier
752,Port du Goubet (export de sel),Transport & Logistique,Port / terminal,logistique,port mineralier,Balbala,Doraleh,,11.5938528,43.1056507,google_places,a_verifier
753,Djibouti Free Zone (DFZ),Transport & Logistique,Zone franche / industrielle,logistique,zone franche,Djibouti-ville,,+253 77 31 80 49,11.5813396,43.1302204,google_places,geolocalise
754,DIFTZ - Djibouti International Free Trade Zone,Transport & Logistique,Zone franche / industrielle,logistique,zone franche internationale,Balbala,,+253 77 31 80 49,11.5625633,43.0098448,google_places,geolocalise
755,Djibouti Damerjog Industrial Development (DDID),Transport & Logistique,Zone franche / industrielle,logistique,zone industrielle,Damerjog,,,,,connaissance_generale,a_verifier
756,Aeroport International de Djibouti-Ambouli (AIA),Transport & Logistique,Aéroport / aérodrome,logistique,aeroport international,Djibouti-ville,,+253 21 34 01 01,11.5520514,43.14968,google_places,geolocalise
757,Aerodrome de Tadjourah,Transport & Logistique,Aéroport / aérodrome,logistique,aerodrome,Tadjourah,,,11.7873625,42.9170153,google_places,geolocalise
758,Aerodrome d'Obock,Transport & Logistique,Aéroport / aérodrome,logistique,aerodrome,Obock,,,11.9648851,43.2844995,google_places,geolocalise
759,Air Djibouti (compagnie nationale),Transport & Logistique,Compagnie aérienne / fret aérien,logistique,compagnie aerienne,Djibouti-ville,9-11 Rue de Geneve,+253 21 34 37 37,11.5947334,43.145452,google_places,geolocalise
760,Ethio-Djibouti Railways (SDCF) - Gare de Nagad,Transport & Logistique,Gare routière / ferroviaire,logistique,chemin de fer,Djibouti-ville,Nagad,+253 21 35 46 29,11.5235251,43.1282094,google_places,geolocalise
761,Ethiopian Airlines (agence Djibouti),Transport & Logistique,Compagnie aérienne / fret aérien,logistique,compagnie aerienne,Djibouti-ville,Bd Cheik Osman,+253 21 35 10 07,11.5953699,43.1460325,google_places,geolocalise
762,Air France (agence Djibouti),Transport & Logistique,Compagnie aérienne / fret aérien,logistique,compagnie aerienne,Djibouti-ville,Place du 27 Juin,+253 21 35 10 10,11.594609,43.146659,google_places,geolocalise
763,Turkish Airlines (agence Djibouti),Transport & Logistique,Compagnie aérienne / fret aérien,logistique,compagnie aerienne,Djibouti-ville,Place du 27 Juin,,11.594609,43.146659,google_places,a_verifier
764,flydubai (agence Djibouti),Transport & Logistique,Compagnie aérienne / fret aérien,logistique,compagnie aerienne,Djibouti-ville,,+253 77 65 51 06,11.595506,43.1462687,google_places,geolocalise
765,Qatar Airways (agence Djibouti),Transport & Logistique,Compagnie aérienne / fret aérien,logistique,compagnie aerienne,Djibouti-ville,Djibouti Palace Kempinski,+253 21 34 71 17,11.61865,43.146029,google_places,geolocalise
766,Kenya Airways (agence Djibouti),Transport & Logistique,Compagnie aérienne / fret aérien,logistique,compagnie aerienne,Djibouti-ville,Rue de Bruxelles,+253 21 35 30 36,11.5946286,43.1482134,google_places,geolocalise
767,Daallo Airlines (agence Djibouti),Transport & Logistique,Compagnie aérienne / fret aérien,logistique,compagnie aerienne,Djibouti-ville,Rue de Londres,+253 21 35 34 01,11.5932715,43.1468112,google_places,geolocalise
768,Gare routiere de Djibouti (bus regionaux),Transport & Logistique,Gare routière / ferroviaire,logistique,transport routier,Djibouti-ville,,,,,connaissance_generale,a_verifier
769,Poste frontiere de Loyada (Somaliland),Transport & Logistique,Gare routière / ferroviaire,logistique,poste frontiere,Region d'Arta,,,,,connaissance_generale,a_verifier
770,Poste frontiere de Galafi (Ethiopie),Transport & Logistique,Gare routière / ferroviaire,logistique,poste frontiere,Region de Dikhil,,,,,connaissance_generale,a_verifier
771,Poste frontiere de Guelile / PK51 (Ethiopie),Transport & Logistique,Gare routière / ferroviaire,logistique,poste frontiere,Region d'Ali Sabieh,,,,,connaissance_generale,a_verifier
772,"Societe Coubeche (distribution, Coca-Cola)",Commerce & Courses,Import-export / négoce,entreprise,distribution,Djibouti-ville,Glaciere Coubeche,+253 21 35 10 27,11.6070448,43.1449853,google_places,geolocalise
773,Groupe Marill / J.J. Marill,Services automobile,Concessionnaire auto,entreprise,distribution / automobile,Djibouti-ville,57 RN2,+253 21 32 94 00,11.5731212,43.1516851,google_places,a_verifier
774,Rubis Energie Djibouti,"Industrie, Énergie & Grandes entreprises",Gaz / hydrocarbures,entreprise,distribution carburants,Djibouti-ville,Ave Georges Pompidou,+253 21 35 06 62,11.6071724,43.1441886,google_places,geolocalise
775,"Total Energies Djibouti (historique, repris par Rubis)","Industrie, Énergie & Grandes entreprises",Gaz / hydrocarbures,entreprise,carburants,Djibouti-ville,,,,,connaissance_generale,a_verifier
776,Oil Libya Djibouti,"Industrie, Énergie & Grandes entreprises",Gaz / hydrocarbures,entreprise,carburants,Djibouti-ville,,,,,connaissance_generale,a_verifier
777,Brasseries de Djibouti? (eaux/boissons),"Industrie, Énergie & Grandes entreprises",Production industrielle,entreprise,boissons,Djibouti-ville,,,,,connaissance_generale,a_verifier
